Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"Que NON é unha corrente eléctrica?";"";"";"Un conxunto de electróns almacenados nun punto determinado";"Electróns movéndose a través dun condutor";"Electróns que van dun polo a outro dun circuíto.";"Un fluxo eléctrico a través dun medio";"";"";"gal_electric_electricity"
"Cal é un material condutor";"";"";"O aluminio";"A auga destilada";"O aire";"O plástico";"";"";"gal_electric_electricity"
"Cal é un material illante?";"";"";"A auga destilada";"O cobre";"O grafito";"A auga salgada";"";"";"gal_electric_electricity"
"Cal destes é un material illante?";"";"";"O vidro";"A auga con sal";"O aluminio";"O grafito";"";"";"gal_electric_electricity"
"Cal destes é un material illante?";"";"";"O plástico";"A auga con sal";"O aluminio";"O grafito";"";"";"gal_electric_electricity"
"Un material illante presentará";"";"";"Unha resistencia moi alta";"Unha resistencia moi baixa";"Unha conductividade moi baixa";"Unha corrente moi alta";"";"";"gal_electric_electricity"
"Un material condutor presentará";"";"";"Unha resistencia moi baixa";"Unha resistencia moi alta";"Unha conductividade moi baixa";"Unha corrente moi alta";"";"";"gal_electric_electricity"
"Un material condutor presentará..";"";"";"Unha resistencia moi baixa";"Unha resistencia moi alta";"Unha oposición alta ao paso da corrente";"Unha mala condutividade";"";"";"gal_electric_electricity"
"Que fenómeno dicimos que é outra expresión da electricidade?";"";"";"O magnetismo";"A calor";"A luz";"O movemento";"";"";"gal_electric_electricity"
"Cal dos seguintes dispositivos eléctricos NON produce ningún movemento?";"";"";"Un LED";"Un motor";"Un altofalante";"Un actuador liñal";"";"";"gal_electric_electricity"
"Un motor eléctrico polo que pasa unha corrente produce... ";"";"";"Movemento e calor.";"Movemento.";"Calor.";"Electromagnetismo.";"";"";"gal_electric_electricity"
"Os efectos da corrente eléctrica que nomeamos son:";"";"";"Luz, calor, movemento e son.";"Electromagnetismo, luz, calor e movemento.";"Electroluminiscencia, calor, movemento e son.";"Enerxía, movemento, calor e son";"";"";"gal_electric_electricity"
"Sempre que hai unha corrente eléctrica, prodúcese...";"";"";"Calor";"Resistencia eléctrica";"Voltaxe";"Carga eléctrica";"";"";"gal_electric_electricity"
"Cal non se corresponde coa corrente continua?";"";"";"adoitamos manexar grandes voltaxes con ela";"Sempre ten o mesmo sentido";"é a que proporcionan as baterías e pilas";"podemos obtela de adaptadores de rede";"";"";"gal_electric_electricity"
"Cal NON se corresponde coa corrente alterna?";"";"";"É a que nos dan as pilas e baterías";"Cambia continuamente de sentido";"É a que vén da rede, é dicir, dos enchufes";"Adoitamos manexar voltaxes maiores que coa corrente continua";"";"";"gal_electric_electricity"
"Que aparato funciona con Corrente Alterna?";"";"";"Lavadora";"Ordenador";"Reloxio dixital";"Teléfono móbil";"";"";"gal_electric_electricity"
"Cal destes aparellos funciona con corrente continua?";"";"";"Un teléfono móbil";"Un secador do pelo";"Unha impresora";"Unha lavadora";"";"";"gal_electric_electricity"
"Cal NON se corresponde coa corrente alterna?";"";"";"Adoitamos manexar voltaxes menores que coa corrente continua";"Cambia continuamente de sentido";"Podémola obter da rede, é dicir, nos enchufes";"Podemos obtela a partir de corrente continua grazas a un adaptador";"";"";"gal_electric_electricity"
"Cal NON se corresponde coa corrente continua?";"";"";"Adoitamos manexar grandes voltaxes con ela";"Sempre ten o mesmo sentido";"É a que nos dan as pilas e baterías";"Podémola obter da rede grazas aos adaptadores de corrente";"";"";"gal_electric_electricity"
"Que nos indica a Voltaxe dun xerador?";"";"";"A enerxía que nos pode proporcionar cada unidade de carga";"A oposición que este exercerá fronte ao corrente que o atravesa";"Que cantidade de electróns nos dará nunha unidade de tempo.";"A enerxía que nos proporcionará ese xerador por unidade de tempo";"";"";"gal_electric_electricity"
"Que nos indica a voltaxe dunha pila?";"";"";"A enerxía que nos poderá proporcionar cada unidade de carga desa pila";"A cantidade de electróns por segundo que poderán saír desa pila";"A potencia eléctrica que desenvolverá esa pila nun circuíto eléctrico";"A cantidade de electróns que hai almacenados nesa pila, é dicir, a súa carga.";"";"";"gal_electric_electricity"
"Cal frase estaría ben expresada?";"";"";"Por favor, mide a intensidade que pasa por ese cable";"Por favor, mide a voltaxe que pasa por ese cable";"Por favor, mide a resistencia que pasa por ese cable";"Por favor, mide a potencia que pasa por ese cable";"";"";"gal_electric_electricity"
"Que é a Intensidade dunha corrente?";"";"";"A cantidade de electróns que pasan por un punto nun tempo determinado";"A enerxía desa corrente";"A oposición que presenta un material a ser atravesado polos electróns";"A enerxía producida polos electróns ao atravesar un compoñente determinado";"";"";"gal_electric_electricity"
"Si por un circuíto pasan 5 000 000 electrones en 1 segundo, que intensidad estará pasando?";"";"";"Mucho menos de un amperio";"Muchísimos amperios";"Pocos amperios";"Un amperio";"";"";"gal_electric_electricity"
"Si por un circuíto pasa un amperio, cantos electróns estarán a circular por el?";"";"";"Trillóns cada segundo";"Miles";"Millóns";"Trillóns";"";"";"gal_electric_electricity"
"Que é a Resistencia dun elemento";"";"";"A oposición que presenta un corpo a ser atravesado polos electróns";"Un indicador da facilidade coa que a corrente atravesa un corpo";"A cantidade de calor que xera un compoñente ao ser atravesado pola corrente eléctrica";"A enerxía eléctrica que perde un compoñente nun circuíto, ao ser atravesado por unha corrente";"";"";"gal_electric_electricity"
"Cal destas é unha expresión CORRECTA da Lei de Ohm?";"";"";"R=V/I";"R=I/V";"R=V·I";"R.V=I";"";"";"gal_electric_electricity"
"Cal das seguintes sería unha expresión incorrecta da lei de Ohm?";"";"";"R=I.V";"I=V/R";"I.R=V";"R=V/I";"";"";"gal_electric_electricity"
"Tes un circuíto conectado a unha voltaxe de  20 V polo que ves que pasa unha corrente de 10 A. Cal é a resistencia que ten ese circuíto?";"";"";"2Ω";"200Ω";"0,5Ω";"1Ω";"";"";"gal_electric_electricity"
"Conecto unha resistencia de 100 Ω nun circuíto cunha pila de 9 V. Que intensidade circula?";"";"";"0,09 A";"900 A";"0,9 A";"11,11 A";"";"";"gal_electric_electricity"
"Tes un circuíto dunha resistencia de 4 ohmnios conectado a unha pila de 8V. Que intensidade circulará?";"";"";"2 A";"32 A";"0,5 A";"12 A";"";"";"gal_electric_electricity"
"Comprobo que a intensidade que circula por un circuíto é de 2 A e vexo que está alimentado a 6V. Que resistencia hai no circuíto?";"";"";"3Ω";"12Ω";"0,33Ω";"2/6Ω";"";"";"gal_electric_electricity"
"Tes un circuíto de resistencia de 3 ohmnios polo que pasa unha intensidade de 9A. A que voltaxe estará conectado ese circuíto?";"";"";"27 V";"0,33 V";"3 V";"12 V";"";"";"gal_electric_electricity"
"Nun circuíto cunha resistencia de 100 Ω comprobo que a intensidade é de 0,5 A. Cal é a voltaxe?";"";"";"50V";"200V";"5V";"0,005V";"";"";"gal_electric_electricity"
"Tes un circuíto cunha voltaxe determinada conectada a unha resistencia. Substitúes esa resistencia por unha de maior valor, que vai pasar no circuíto?";"";"";"A cantidade de electróns que van pasar pola resistencia cada unidade de tempo, será menor";"A cantidade de electróns que van pasar pola resistencia cada unidade de tempo, aumentará";"A cantidade de electróns que van pasar pola resistencia cada unidade de tempo non se verá afectada";"A intensidade que pasa pola resistencia será maior";"";"";"gal_electric_electricity"
"Tes un circuíto cunha voltaxe determinada conectada a unha resistencia. Substitúes esa resistencia por unha de menor valor, que vai pasar?";"";"";"A cantidade de electróns que van pasar pola resistencia cada unidade de tempo, aumentará";"A cantidade de electróns que van pasar pola resistencia cada unidade de tempo, diminuirá";"A cantidade de electróns que van pasar pola resistencia cada unidade de tempo non se verá afectada";"A intensidade que pasa pola resistencia será máis pequena";"";"";"gal_electric_electricity"
"Estás medindo a intensidade que pasa por unha resistencia que non varía.  Nun intre determinado, observas que o valor da intensidade reduce á metade. Que terá pasado?";"";"";"A voltaxe do circuíto reduciuse, tamén, á metade";"A voltaxe do circuíto duplicouse";"Non se pode saber sen coñecer a voltaxe á que está conectado o circuíto";"A cantidade de electróns que pasan polo circuíto está a aumentar por algún motivo";"";"";"gal_electric_electricity"
"Estás a medir a intensidade que pasa por unha resistencia que non varía.  Nun intre determinado, observas que o valor da intensidade se duplica. Que terá pasado?";"";"";"A voltaxe do circuíto se duplicou tamén";"A voltaxe do circuíto reduciuse a metade";"Non se pode saber sen coñecer a voltaxe á que está conectado o circuíto";"A cantidade de electróns que pasan polo circuíto está a reducirse por algún motivo";"";"";"gal_electric_electricity"
"Que potencia eléctrica xerará un compoñente que funcione a 3 V e 2 A?";"";"";"6W";"5W";"1,5W";"0,67W";"";"";"gal_electric_electricity"
"Que calor nos dará un circuíto durante 10 segundos, se a voltaxe é de 9 V e a intensidade de 2A?";"";"";"180 J";"1,8 J";"45 J";"4,5 J";"";"";"gal_electric_electricity"
"Un circuíto que consume unha potencia de 10 W funciona durante 5 segundos. Que enerxía consumiu nese tempo?";"";"";"50 J";"2 J";"10 J";"0,5 J";"";"";"gal_electric_electricity"
"Cal é a carga dun átomo no seu estado natural?";"";"";" neutra";"positiva";"negativa";"depende do átomo";"";"";"gal_electric_electricity"
"Cal é a unidade elemental de Voltaxe?";"";"";"O Voltio (V)";"O Ohmnio (Ω)";"O Amperio (A)";"O Vatio (W)";"";"";"gal_electric_electricity"
"Cal é a unidade elemental de Intensidade?";"";"";"O Amperio (A)";"O Ohmnio (Ω)";"O Voltio (V)";"O Vatio (W)";"";"";"gal_electric_electricity"
"Cal é a unidade elemental de Resistencia?";"";"";"O Ohmnio (Ω)";"O Voltio (V)";"O Amperio (A)";"O Vatio (W)";"";"";"gal_electric_electricity"
"Cal é a unidade elemental de Potencia?";"";"";"O Vatio (W)";"O Voltio (V)";"O Amperio (A)";"O Ohmnio (Ω)";"";"";"gal_electric_electricity"
