Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Cuánto tiempo suelen recibir actualizaciones los dispositivos iOS?";"";"";"Hasta 6 años.";"Hasta 2 años.";"Hasta 4 años.";"Hasta 8 años.";"";"";"es-software-sistema-operativo-6"
"¿Qué ventaja tiene la menor diversidad de hardware en los dispositivos iOS?";"";"";"Aplicaciones más robustas y optimizadas.";"Mayor variedad de aplicaciones disponibles.";"Mayor flexibilidad en la personalización.";"Menor control sobre el rendimiento de las aplicaciones.";"";"";"es-software-sistema-operativo-6"
"¿Cuál es una característica de iOS en cuanto a la facilidad de personalización?";"";"";"Tiene menos opciones y flexibilidad en comparación con Android.";"Tiene más opciones de personalización y flexibilidad que Android.";"Igual cantidad de opciones que Android.";"No permite ninguna forma de personalización.";"";"";"es-software-sistema-operativo-6"
"¿Cómo se financia el desarrollo de iOS?";"";"";"Con el costo del hardware de los dispositivos Apple.";"Con publicidad.";"A través de suscripciones mensuales.";"Con donaciones voluntarias.";"";"";"es-software-sistema-operativo-6"
"¿En qué tipo de computadoras se utiliza el sistema operativo z/OS?";"";"";"Mainframes.";"Ordenadores personales.";"Servidores web.";"Dispositivos móviles.";"";"";"es-software-sistema-operativo-6"
"¿Cuál es una característica destacada de z/OS?";"";"";"Robusto, fiable, escalable y seguro.";"Pequeño tamaño y bajo consumo de recursos.";"Diseñado para sistemas embebidos.";"Escrito en lenguaje C.";"";"";"es-software-sistema-operativo-6"
"¿Para qué tipo de dispositivos está diseñado FreeRTOS?";"";"";"Sistemas embebidos.";"Mainframes.";"Ordenadores personales.";"Servidores web.";"";"";"es-software-sistema-operativo-6"
"¿Qué capacidad destaca en z/OS en términos de ejecución de trabajos?";"";"";"Ejecución de trabajos en lote (batch).";"Gestión del motor del automóvil.";"Gestión de seguridad.";"Administración de sistemas de archivos y dispositivos.";"";"";"es-software-sistema-operativo-6"
"¿Cuál es una característica clave de FreeRTOS en cuanto a su tamaño y consumo de recursos?";"";"";"Pequeño tamaño y bajo consumo de recursos.";"Robusto, fiable, escalable y seguro.";"Escrito en lenguaje C.";"Diseñado para sistemas embebidos.";"";"";"es-software-sistema-operativo-6"
"¿En qué lenguaje está escrito FreeRTOS?";"";"";"C.";"Java.";"Python.";"Assembly.";"";"";"es-software-sistema-operativo-6"
"¿Qué permite hacer la licencia de software libre de FreeRTOS?";"";"";"Modificar y distribuir el código fuente con libertad.";"Limitar el acceso al código fuente por parte de terceros.";"Utilizar el sistema solo para fines comerciales.";"Vender el sistema sin restricciones.";"";"";"es-software-sistema-operativo-6"
"¿Cuál es una ventaja de FreeRTOS en términos de adaptabilidad?";"";"";"Se puede portar a una amplia variedad de arquitecturas de procesadores.";"Está diseñado exclusivamente para sistemas embebidos.";"Tiene un alto consumo de recursos.";"No se puede modificar ni distribuir.";"";"";"es-software-sistema-operativo-6"
"¿Qué significan las siglas RT en el nombre de FreeRTOS?";"";"";"Que trabaja en tiempo real.";"Que pueda hacer retuit de los mensajes recibidos.";"Que está escrito en lenguaje RT.";"Que está diseñado para Mainframes.";"";"";"es-software-sistema-operativo-6"
