Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Cuáles son algunos ejemplos de lenguajes de programación interpretados?";"";"";"PHP, Python y JavaScript.";"C, Java y Python.";"JavaScript, Java y PHP.";"C, Python y JavaScript.";"";"";"es-software-intro-2"
"¿Cuáles son algunos ejemplos de editores de código?";"";"";"Eclipse, Visual Studio Code, Notepad++ y Vim.";"Microsoft Windows, Apple macOS, GNU/Linux, Apple iOS y Google Android.";"Microsoft Office, Adobe Creative Suite, VLC Media Player, QuickTime y WinRAR.";"El lenguaje C, Java, PHP y Python.";"";"";"es-software-intro-2"
"¿Qué función cumplen los sistemas operativos?";"";"";"Iniciar los ordenadores y gestionar todos sus recursos.";"Crear los demás programas.";"Contener la información necesaria para que los programas realicen sus funciones.";"Representar los archivos de datos en pantalla o modificarlos.";"";"";"es-software-intro-2"
"¿Qué tipo de programas son los sistemas operativos?";"";"";"Programas que inician los ordenadores y que gestionan todos sus recursos.";"Programas que ayudan a los usuarios a llevar a cabo tareas específicas.";"Programas que sirven para crear el resto de los programas.";"Programas que interpretan código fuente.";"";"";"es-software-intro-2"
"¿Qué lenguaje de programación se utiliza para crear los sistemas operativos?";"";"";"Lenguaje C.";"Lenguaje Python.";"Lenguaje Java.";"Lenguaje PHP.";"";"";"es-software-intro-2"
"¿Qué son los editores de código?";"";"";"Son programas que ayudan al programador a la hora de escribir programas.";"Son programas que se ejecutan en el navegador.";"Son programas que crean aplicaciones en Android.";"Son programas que interpretan código fuente.";"";"";"es-software-intro-2"
"¿Cuál es una suite ofimática de código libre?";"";"";"LibreOffice.";"Microsoft Office.";"Adobe Creative Suite.";"Google Workspace.";"";"";"es-software-intro-2"
"¿Qué son las aplicaciones de Diseño Asistido por Computadora (CAD)?";"";"";"Ayudan a la creación de planos de edificios y planos mecánicos.";"Son programas utilizados para la manipulación de imágenes.";"Son programas para la gestión de las nóminas y facturas.";"Son navegadores de internet.";"";"";"es-software-intro-2"
"¿Qué programa se utiliza para la creación de figuras en 3 dimensiones?";"";"";"Blender.";"Adobe Ilustrator.";"GIMP.";"Autocad.";"";"";"es-software-intro-2"
"¿Qué programa se utiliza para la manipulación de imágenes?";"";"";"Photoshop.";"Audacity.";"Adobe Premiere.";"VLC.";"";"";"es-software-intro-2"
"¿Qué son los gestores de bases de datos?";"";"";"Son programas que gestionan información para almacenarla, buscarla y relacionarla.";"Son programas que ayudan a los usuarios a llevar a cabo tareas específicas.";"Son programas que interpretan código fuente.";"Son programas que crean aplicaciones en Android.";"";"";"es-software-intro-2"
"¿Qué son los navegadores de internet?";"";"";"Son programas que permiten acceder a páginas web.";"Son programas que ayudan al programador a la hora de escribir programas.";"Son programas que gestionan información para almacenarla, buscarla y relacionarla.";"Son programas para la gestión de las nóminas y facturas.";"";"";"es-software-intro-2"
"¿Qué programa se utiliza para la gestión de clientes?";"";"";"Programas empresariales.";"Adobe Creative Suite.";"Aplicaciones ofimáticas.";"Plotagon.";"";"";"es-software-intro-2"
"¿Qué programa se utiliza para la manipulación de sonidos?";"";"";"Audacity.";"Photoshop.";"GIMP.";"Adobe Premiere.";"";"";"es-software-intro-2"
"¿Qué aplicación es utilizada en las aulas virtuales?";"";"";"Moodle.";"Blender.";"Autocad.";"KiCAD.";"";"";"es-software-intro-2"
"¿Qué tipo de programas son los videojuegos?";"";"";"Software de aplicación.";"Sistemas operativos.";"Software de programación.";"Editores de código.";"";"";"es-software-intro-2"
"¿Qué lenguaje de programación se utiliza para la creación de aplicaciones en el sistema operativo Android?";"";"";"Lenguaje Java.";"Lenguaje Python.";"Lenguaje C.";"Lenguaje PHP.";"";"";"es-software-intro-2"
"¿Qué programas se utilizan para la manipulación de vídeo?";"";"";"Adobe Premiere, Corel Video Studio, Windows Movie Maker.";"Audacity, Adobe Audition";"Photoshop, GIMP, Adobe Ilustrator, Inkscape";"Whatsapp, Telegram, Instagram, Facebook, Twitter";"";"";"es-software-intro-2"
