Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Cuál es una de las desventajas de la cinta magnética?";"";"";"Su acceso secuencial a la información.";"Su baja velocidad de transferencia de datos.";"Su baja capacidad de almacenamiento.";"Su alto costo por gigabyte.";"";"";"es-hardware-almacenamiento-6"
"¿Cuál es la mayor ventaja de la cinta magnética?";"";"";"Su bajo precio por gigabyte.";"Su acceso aleatorio a la información.";"Su alta capacidad de almacenamiento.";"Su alta velocidad de transferencia de datos.";"";"";"es-hardware-almacenamiento-6"
"¿Cuál es el uso actual de la cinta magnética?";"";"";"Realizar copias de respaldo de grandes cantidades de datos.";"Almacenamiento de datos en tiempo real.";"Ejecución de programas de computadora.";"Uso en reproductores de música.";"";"";"es-hardware-almacenamiento-6"
"¿Qué tecnología es la más conocida en la actualidad para la cinta magnética?";"";"";"LTO (Linear Tape Open).";"CD-ROM (Compact Disc Read-Only Memory).";"DVD (Digital Versatile Disc).";"Blu-ray.";"";"";"es-hardware-almacenamiento-6"
"¿Qué tecnología está basada en un disco de plástico flexible impregnado con un material ferromagnético?";"";"";"Discos flexibles.";"Discos duros.";"Discos ópticos.";"Memorias USB.";"";"";"es-hardware-almacenamiento-6"
"¿Durante cuánto tiempo los disquetes dominaron el almacenamiento externo?";"";"";"Cerca de 30 años.";"Cerca de 50 años.";"Cerca de 10 años.";"Cerca de 5 años.";"";"";"es-hardware-almacenamiento-6"
"¿Qué tecnología es considerada obsoleta actualmente?";"";"";"Discos flexibles.";"Discos duros.";"Cintas magnéticas.";"Memorias USB.";"";"";"es-hardware-almacenamiento-6"
"¿Cómo se suelen representar los iconos de grabación de datos en disco en los programas actuales?";"";"";"Con el icono de un disco flexible de 3 1/2 pulgadas.";"Con el icono de un disco duro de  5 1/4 pulgadas.";"Con el icono de un disco óptico.";"Con el icono de una memoria USB.";"";"";"es-hardware-almacenamiento-6"
"¿Qué tipo de material impregna la superficie de un disquete para almacenar información?";"";"";"Material ferromagnético.";"Material óptico.";"Material plástico.";"Material oleoso.";"";"";"es-hardware-almacenamiento-6"
"¿Qué es el almacenamiento en red?";"";"";"Un dispositivo especializado en el almacenamiento de datos al que se accede a través de una red local o internet.";"Un dispositivo externo que se conecta al ordenador por USB.";"Un dispositivo interno de almacenamiento interno del ordenador.";"Un tipo de almacenamiento externo óptico.";"";"";"es-hardware-almacenamiento-6"
"¿Cuál es la principal ventaja del almacenamiento en red?";"";"";"Optimizar y compartir información y recursos de almacenamiento entre varios ordenadores.";"Acceder a la información más rápidamente.";"Almacenar grandes cantidades de datos en un solo dispositivo.";"No necesitar conexión a internet para acceder a la información.";"";"";"es-hardware-almacenamiento-6"
"¿Cómo se accede a un dispositivo de almacenamiento en red?";"";"";"A través de una red local Ethernet o a través de internet.";"A través de una conexión inalámbrica Bluetooth.";"Conectando el dispositivo directamente al ordenador.";"Mediante un disco duro externo.";"";"";"es-hardware-almacenamiento-6"
"¿Qué significa la sigla NAS?";"";"";"Network Attached Storage.";"Network Access Server.";"Network Attached Server.";"Network Access Storage.";"";"";"es-hardware-almacenamiento-6"
"¿Qué función cumple un servidor NAS?";"";"";"Almacenar datos y compartirlos en una red local.";"Acceder a internet.";"Imprimir documentos de forma remota.";"Realizar copias de seguridad en la nube.";"";"";"es-hardware-almacenamiento-6"
"¿Qué tipo de unidades de almacenamiento se pueden conectar a un servidor NAS?";"";"";"HDD o SSD.";"CD o DVD.";"Pendrives o tarjetas de memoria.";"Cintas magnéticas o disquetes.";"";"";"es-hardware-almacenamiento-6"
"¿Qué es la nube?";"";"";"Un centro de datos con multitud de ordenadores que pueden actuar como servidores de datos o de aplicaciones online.";"Un dispositivo de almacenamiento externo.";"Un tipo de conexión a internet.";"Un sistema operativo de red.";"";"";"es-hardware-almacenamiento-6"
"¿A quiénes pertenecen los centros de datos que forman la nube?";"";"";"Grandes compañías como Amazon, Microsoft y Google.";"Pequeñas empresas locales.";"Particulares que alquilan servidores.";"Gobiernos y organismos internacionales.";"";"";"es-hardware-almacenamiento-6"
"¿Qué tipo de compañías pueden usar la nube para almacenar sus datos?";"";"";"Tanto particulares como grandes empresas.";"Solo empresas pequeñas.";"Solo empresas grandes.";"Solo particulares.";"";"";"es-hardware-almacenamiento-6"
"¿Cuál es un ejemplo de servicio de almacenamiento en la nube para usuarios particulares?";"";"";"Google Drive.";"Netflix.";"Amazon Web Services.";"Microsoft Azure.";"";"";"es-hardware-almacenamiento-6"
"¿Qué tipo de servicio ofrece Netflix a través de la nube de Amazon?";"";"";"Streaming de series y películas.";"Almacenamiento de datos de usuarios.";"Acceso remoto a servidores de empresas.";"Venta de productos online.";"";"";"es-hardware-almacenamiento-6"
