Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Qué cultura desarrolló multitud de éxitos tecnológicos desde el año 2000 a.C. hasta el siglo XV?";"";"";"La cultura China.";"La cultura Árabe.";"Las culturas Babilónica y persa.";"La cultura Maya.";"";"";"es-historia-tecnologia-antigua"
"¿A partir de qué siglo se produce en Europa un resurgimiento intelectual gracias a la creación de las universidades?";"";"";"Siglo XI.";"Siglo X.";"Siglo IX.";"Siglo XII.";"";"";"es-historia-tecnologia-antigua"
"¿Qué innovaciones tecnológicas de la Edad Media destacan sobre las demás?";"";"";"El papel, la imprenta y la pólvora.";"El papel, el telégrafo y la dinamita.";"El papiro, la imprenta y la dinamita.";"El papel, la imprenta y la dinamita.";"";"";"es-historia-tecnologia-antigua"
"¿Qué caracterizó a Europa después de la caída del Imperio Romano?";"";"";"Un predominio del entorno rural y el pensamiento religioso.";"Un rápido crecimiento de las ciudades y el comercio.";"Un auge en la exploración y el descubrimiento.";"Un renacimiento cultural y artístico.";"";"";"es-historia-tecnologia-antigua"
"¿Qué tendencia se observó en las ciudades y el comercio durante los últimos siglos de la Edad Media?";"";"";"Comenzaron a expandirse nuevamente.";"Desaparecieron por completo.";"Se convirtieron en centros industriales.";"Se volvieron nómadas y migraron constantemente.";"";"";"es-historia-tecnologia-antigua"
"¿Por qué se vuelve mínima la innovación tecnológica en la sociedad de la Edad Media?";"";"";"La sociedad estaba enfocada en asuntos religiosos y espirituales.";"Había un fuerte interés en el desarrollo del comercio.";"La tecnología no estaba disponible en ese período.";"Se estaban produciendo avances científicos significativos.";"";"";"es-historia-tecnologia-antigua"
"¿Qué actividad técnica era una prioridad durante la Edad Media?";"";"";"La construcción de grandes catedrales y monasterios.";"El desarrollo de rutas de comercio.";"La creación de imperios expansionistas.";"Los avances en la navegación marítima.";"";"";"es-historia-tecnologia-antigua"
"¿Qué invención se considera la más importante de los primeros siglos de la Edad Media?";"";"";"El molino, tanto hidráulico como de viento.";"El reloj de sol.";"La rueda para hilar.";"La brújula.";"";"";"es-historia-tecnologia-antigua"
"¿Qué función cumplió el molino hidráulico en la Edad Media?";"";"";"Facilitar el proceso de molienda del grano.";"Mejorar el transporte en las ciudades.";"Impulsar la comunicación a larga distancia.";"Desarrollar la tecnología de la construcción.";"";"";"es-historia-tecnologia-antigua"
"¿Cómo es el impacto ambiental de los humanos en la edad media?";"";"";"Al disminuir la actividad tecnológica, disminuye también el impacto ambiental de la misma.";"Al aumentar la actividad tecnológica, aumenta también el impacto ambiental de la misma.";"Al disminuir la actividad tecnológica, aumenta el impacto ambiental de la misma.";"Al aumentar la actividad tecnológica, disminuye el impacto ambiental de la misma.";"";"";"es-historia-tecnologia-antigua"
"¿Qué invención permitió una mejora significativa en la navegación marítima en los últimos siglos de la Edad Media?";"";"";"La brújula.";"El reloj de sol.";"El molino hidráulico.";"La pólvora.";"";"";"es-historia-tecnologia-antigua"
