Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Cuál es una aplicación común de plásticos transparentes como el metacrilato?";"";"";"Fabricación de ventanas.";"Fabricación de ladrillos.";"Fabricación de herramientas metálicas.";"Fabricación de tejidos.";"";"";"es-material-plastics-1"
"¿Por qué los plásticos son utilizados como aislantes eléctricos?";"";"";"Tienen poca conductividad eléctrica.";"Tienen alta conductividad eléctrica.";"Tienen poca resistividad eléctrica.";"Son transparentes.";"";"";"es-material-plastics-1"
"¿Qué propiedad permite a los plásticos ser moldeables?";"";"";"Se funden con facilidad.";"Son rígidos y quebradizos.";"Tienen alta densidad.";"Son conductores térmicos.";"";"";"es-material-plastics-1"
"¿En qué se utilizan comúnmente los plásticos debido a su baja conductividad térmica?";"";"";"Como aislantes térmicos.";"Como conductores eléctricos.";"Como materiales de construcción para columnas.";"Como herramientas de corte.";"";"";"es-material-plastics-1"
"¿Cuál es una propiedad de los plásticos que facilita la fabricación de láminas muy finas?";"";"";"Son muy maleables y extremadamente dúctiles.";"Son poco maleables y extremadamente dúctiles.";"Son muy maleables y poco dúctiles.";"Son poco maleables y poco dúctiles.";"";"";"es-material-plastics-1"
"¿Por qué muchos contenedores de sustancias químicas están hechos de plástico?";"";"";"Porque resisten bien la oxidación, a los ácidos y a los cáusticos.";"Porque los plásticos son biodegradables";"Porque los plásticos son tóxicos en su fabricación";"Porque los plásticos son fácilmente moldeables en forma de recipientes.";"";"";"es-material-plastics-1"
"¿Cuál es una característica ecológica de la mayoría de los plásticos?";"";"";"No son biodegradables y son tóxicos en su fabricación y en el medio ambiente";"Son biodegradables y benefician al medio ambiente.";"No son tóxicos en ninguna etapa de su ciclo de vida.";"No afectan a la cadena trófica.";"";"";"es-material-plastics-1"
"¿Qué representan los microplásticos en términos medioambientales?";"";"";"Un gran problema, ya que se incorporan en la cadena trófica y afectan negativamente a la salud.";"Una solución para reducir la contaminación.";"Un recurso valioso en la industria alimentaria.";"Una fuente de nutrientes para los animales.";"";"";"es-material-plastics-1"
"¿Qué cantidad aproximada de microplásticos se estima que ingiere una persona cada año según el texto?";"";"";"El equivalente en peso a una tarjeta de crédito.";"El equivalente en peso a una manzana.";"El equivalente en peso a un libro.";"El equivalente en peso a una botella de un litro de agua.";"";"";"es-material-plastics-1"
"¿Cómo afecta el reciclaje a las propiedades originales de los plásticos?";"";"";"Los plásticos se degradan al reciclarse, perdiendo sus propiedades originales.";"Los plásticos no se degradan, pudiendo reciclarse muchas veces sin perder sus propiedades originales.";"Los plásticos permanecen inalterados durante el reciclaje.";"Los plásticos se vuelven más resistentes durante el reciclaje.";"";"";"es-material-plastics-1"
"¿Cuál es el porcentaje aproximado del plástico que se recolecta para su reciclaje?";"";"";"Solo el 14%.";"Más del 25%.";"Más del 50%.";"Más del 90%.";"";"";"es-material-plastics-1"
"¿Qué problema medioambiental causan los microplásticos en la cadena trófica?";"";"";"Afectan negativamente la salud de los animales.";"Mejoran la salud de los animales.";"No tienen impacto en la cadena trófica.";"Aumentan la biodiversidad.";"";"";"es-material-plastics-1"
"¿Por qué se afirma que los plásticos no son biodegradables?";"";"";"Porque tardan muchos años en descomponerse de forma natural.";"Porque son resistentes a la oxidación.";"Porque son tóxicos en su fabricación.";"Porque no se pueden reciclar.";"";"";"es-material-plastics-1"
