Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Qué materiales son más elásticos?";"";"";"Látex y caucho.";"Madera y acero.";"Plastilina.";"Cerámica cocida.";"";"";"es-material-properties-1"
"¿Por qué la plastilina es un ejemplo de material plástico?";"";"";"Se deforma de manera permanente ante los esfuerzos.";"Recupera su forma original fácilmente al detenerse el esfuerzo.";"Es resistente a los esfuerzos.";"No se deforma.";"";"";"es-material-properties-1"
"¿Cómo se define la resistencia mecánica de un material?";"";"";"Capacidad de resistir esfuerzos sin romperse.";"Capacidad de estirarse indefinidamente.";"Resistencia al calor.";"Dureza del material.";"";"";"es-material-properties-1"
"¿Cuál es la medida de resistencia mecánica utilizada?";"";"";"kg/mm2.";"kg/m3.";"g/cm3.";"kg/mm.";"";"";"es-material-properties-1"
"¿Cuántos kilogramos resiste aproximadamente un cable de acero de un milímetro cuadrado de sección?";"";"";"Alrededor de 100 kilogramos.";"Alrededor de 8 kilogramos.";"Alrededor de 1,5 kilogramos.";"Menos de 1 kilogramo.";"";"";"es-material-properties-1"
"¿Cómo se mide la resistencia mecánica antes de que un material se estire permanentemente?";"";"";"Límite elástico.";"Temperatura y presión.";"Deformación y elongación.";"Densidad y volumen.";"";"";"es-material-properties-1"
"¿Cómo se mide la resistencia mecánica antes de que un material se rompa?";"";"";"Carga de rotura.";"Temperatura y presión.";"Deformación y elongación.";"Densidad y volumen.";"";"";"es-material-properties-1"
"¿Cuál es la capacidad de recuperar su forma original después de deformarse por un esfuerzo?";"";"";"Elasticidad.";"Plasticidad.";"Resistencia mecánica.";"Maleabilidad.";"";"";"es-material-properties-1"
"¿Cómo se define la densidad de un material?";"";"";"La cantidad de materia que contiene un litro de material.";"El peso total de un material.";"La resistencia de un material.";"El volumen que ocupa un material.";"";"";"es-material-properties-1"
"¿Qué material tendrá mayor densidad?";"";"";"Plomo.";"Madera.";"Aluminio.";"Plástico.";"";"";"es-material-properties-1"
"¿Qué significa que un material tiene poca densidad?";"";"";"Pesa menos por cada litro.";"Es más pesado por cada litro.";"No ocupa mucho volumen.";"Que tiene poco peso.";"";"";"es-material-properties-1"
"¿Qué tipo de productos se pueden fabricar con materiales poco densos?";"";"";"Productos ligeros.";"Productos pesados.";"Productos transparentes.";"Productos reflectantes.";"";"";"es-material-properties-1"
"¿Cuál es la respuesta a la luz de un material transparente?";"";"";"Permite que la luz lo atraviese.";"Refleja la luz.";"Absorbe la luz.";"No se ve afectado por la luz.";"";"";"es-material-properties-1"
"¿Qué tipo de materiales son brillantes y reflejan la luz?";"";"";"Metales.";"Plásticos.";"Maderas.";"Cueros.";"";"";"es-material-properties-1"
"¿Para qué se pueden utilizar los metales gracias a su respuesta a la luz?";"";"";"Fabricar espejos o superficies reflectantes.";"Fabricar ventanas.";"Mejorar el aspecto superficial.";"Absorber la luz.";"";"";"es-material-properties-1"
