Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Qué son los buses de comunicación en un procesador?";"";"";"Son los canales de transferencia de información entre el procesador y otros elementos del ordenador.";"Son los componentes que realizan los cálculos en el procesador.";"Son los programas que se ejecutan en el procesador.";"Son los dispositivos que almacenan información en el procesador.";"";"";"es-hardware-procesadores-4"
"¿Por qué es importante tener múltiples y rápidos buses de comunicación en un procesador?";"";"";"Porque mejora la velocidad de transferencia de información y, por tanto, el rendimiento del procesador.";"Porque permite almacenar más información en el procesador.";"Porque permite aumentar la cantidad de programas que se pueden ejecutar a la vez.";"Porque permite aumentar la velocidad de cálculo del procesador.";"";"";"es-hardware-procesadores-4"
"¿Qué son las pruebas de rendimiento?";"";"";"Una técnica para medir el rendimiento de un sistema informático o de sus componentes por separado.";"Una técnica para diseñar procesadores.";"Una técnica para medir la cantidad de memoria RAM de un ordenador.";"Una técnica para reparar fallos de hardware.";"";"";"es-hardware-procesadores-4"
"¿Por qué son útiles las pruebas de rendimiento?";"";"";"Son útiles a la hora de comparar procesadores entre sí.";"Son útiles para diseñar procesadores.";"Son útiles para reparar fallos de hardware.";"Son útiles para medir la cantidad de memoria RAM de un ordenador.";"";"";"es-hardware-procesadores-4"
"¿Cómo se llama el número que representa aproximadamente la potencia de un procesador?";"";"";"Benchmark.";"Parámetros.";"Características.";"Técnica de medición.";"";"";"es-hardware-procesadores-4"
"¿Cuál es el objetivo de las pruebas benchmark?";"";"";"Calcular el rendimiento final de un procesador.";"Calcular la cantidad de memoria RAM de un ordenador.";"Comparar procesadores entre sí.";"Reparar fallos de hardware.";"";"";"es-hardware-procesadores-4"
"¿Qué significa MIPS?";"";"";"Millones de instrucciones por segundo.";"Millones de operaciones matemáticas por segundo.";"Millones de bytes por segundo.";"Millones de píxeles por segundo.";"";"";"es-hardware-procesadores-4"
"¿Para qué se utiliza el test MIPS?";"";"";"Compara de forma relativa procesadores a lo largo de la historia.";"Mide la velocidad de transferencia de datos.";"Evalúa el rendimiento de la tarjeta gráfica.";"Mide la capacidad de almacenamiento de un disco duro.";"";"";"es-hardware-procesadores-4"
"¿Qué miden los FLOPS?";"";"";"Operaciones de coma flotante por segundo.";"Operaciones de enteros por segundo.";"Bytes por segundo.";"Píxeles por segundo.";"";"";"es-hardware-procesadores-4"
"¿Para qué es útil conocer los FLOPS de una máquina?";"";"";"Resolver problemas científicos y de cálculo intensivo.";"Medir la velocidad de la conexión a Internet.";"Evaluar el rendimiento de la tarjeta de sonido.";"Medir la capacidad de almacenamiento de un disco duro.";"";"";"es-hardware-procesadores-4"
"¿Qué cantidad de MIPS tiene aproximadamente un ordenador personal típico de 2022?";"";"";"200 000 MIPS.";"2 000 000 MIPS.";"20 000 MIPS.";"2 000 MIPS.";"";"";"es-hardware-procesadores-4"
"¿Qué cantidad de MFLOPS tiene aproximadamente un ordenador personal típico de 2022?";"";"";"50 000 MFLOPS.";"500 000 MFLOPS.";"5 000 000 MFLOPS.";"5 000 MFLOPS.";"";"";"es-hardware-procesadores-4"
"¿Qué son SPECint y SPECfp?";"";"";"Son benchmarks para medir el rendimiento de computadoras.";"Son programas de edición de texto.";"Son juegos de video populares.";"Son lenguajes de programación.";"";"";"es-hardware-procesadores-4"
"¿Quiénes forman parte del consorcio SPEC?";"";"";"Vendedores de computadoras, integradores de sistemas, universidades, grupos de investigación, publicadores y consultores.";"Músicos y artistas.";"Empresas de transporte y logística.";"Políticos y gobernantes.";"";"";"es-hardware-procesadores-4"
"¿Cuáles son los objetivos de SPEC?";"";"";"Crear un benchmark estándar y controlar y publicar los resultados de los tests.";"Vender productos electrónicos.";"Desarrollar software para videojuegos.";"Hacer publicidad para empresas de tecnología.";"";"";"es-hardware-procesadores-4"
"¿Para qué se utiliza el Test PassMark?";"";"";"Para medir el rendimiento de ordenadores personales.";"Para diseñar páginas web.";"Para realizar cálculos matemáticos complejos.";"Para editar imágenes y videos.";"";"";"es-hardware-procesadores-4"
"¿Qué es PassMark?";"";"";"Es un test comercial para medir el rendimiento de ordenadores personales.";"Es una marca de procesadores.";"Es una empresa de telecomunicaciones.";"Es un programa de edición de texto.";"";"";"es-hardware-procesadores-4"
