Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Qué materiales técnicos se obtienen de la madera?";"";"";"Tablones, listones, serrín, cartón.";"Hilos, cuerdas, telas, fieltros.";"Tubos, ángulos, planchas, alambres.";"Hilos, telas, cuerdas, láminas.";"";"";"es-material-classification"
"¿Qué son los productos terminados?";"";"";"Artículos que se pueden comprar en las tiendas.";"Materias primas en su estado natural.";"Materiales técnicos sin procesar.";"Objetos hechos solo de madera.";"";"";"es-material-classification"
"¿Cuál es un ejemplo de producto terminado?";"";"";"Pantalón.";"Tela de algodón.";"Remache de latón.";"Etiqueta de cuero.";"";"";"es-material-classification"
"¿Cuál es un ejemplo de producto terminado?";"";"";"Estantería.";"Madera aglomerada.";"Cristales.";"Tirador de plástico.";"";"";"es-material-classification"
"¿Cuál es un ejemplo de producto terminado?";"";"";"Silla de madera.";"Listón de madera.";"Tornillo de hierro.";"Tela de plástico.";"";"";"es-material-classification"
"¿Cuál es el origen del algodón?";"";"";"Es de origen vegetal.";"Es de origen animal.";"Es de origen mineral.";"Es de origen sintético.";"";"";"es-material-classification"
"¿Cuál es el origen del lino?";"";"";"Es de origen vegetal.";"Es de origen animal.";"Es de origen mineral.";"Es de origen sintético.";"";"";"es-material-classification"
"¿Cuál es el origen del cáñamo?";"";"";"Es de origen vegetal.";"Es de origen animal.";"Es de origen mineral.";"Es de origen sintético.";"";"";"es-material-classification"
"¿Cuál es el origen del corcho?";"";"";"Es de origen vegetal.";"Es de origen animal.";"Es de origen mineral.";"Es de origen sintético.";"";"";"es-material-classification"
"¿Cuál es el origen de la celulosa?";"";"";"Es de origen vegetal.";"Es de origen animal.";"Es de origen mineral.";"Es de origen sintético.";"";"";"es-material-classification"
"¿Cuál es el origen de la lana?";"";"";"Es de origen animal.";"Es de origen vegetal.";"Es de origen mineral.";"Es de origen sintético.";"";"";"es-material-classification"
"¿Cuál es el origen de la piel?";"";"";"Es de origen animal.";"Es de origen vegetal.";"Es de origen mineral.";"Es de origen sintético.";"";"";"es-material-classification"
"¿Cuál es el origen de la seda?";"";"";"Es de origen animal.";"Es de origen vegetal.";"Es de origen mineral.";"Es de origen sintético.";"";"";"es-material-classification"
"¿Cuál es el origen del mármol?";"";"";"Es de origen mineral.";"Es de origen animal.";"Es de origen vegetal.";"Es de origen sintético.";"";"";"es-material-classification"
"¿Cuál es el origen de la arcilla?";"";"";"Es de origen mineral.";"Es de origen animal.";"Es de origen vegetal.";"Es de origen sintético.";"";"";"es-material-classification"
"¿Cuál es el origen de los metales?";"";"";"Es de origen mineral.";"Es de origen animal.";"Es de origen vegetal.";"Es de origen sintético.";"";"";"es-material-classification"
"¿Cómo se clasifican los materiales pétreos?";"";"";"Naturales, aglomerantes, cerámicos, vidrios.";"Cortada, chapada, aglomerada, papel y cartón.";"Hilos, telas, cueros.";"Férreos, cúpricos, ligeros, pesados y preciosos.";"";"";"es-material-classification"
"¿Cómo se clasifican los materiales basados en la madera?";"";"";"Cortada, chapada, aglomerada, papel y cartón.";"Naturales, aglomerantes, cerámicos, vidrios.";"Férreos, cúpricos, ligeros, pesados y preciosos.";"Termoplásticos, termoestables, elastómeros.";"";"";"es-material-classification"
"¿Cómo se clasifican los materiales textiles?";"";"";"Hilos, telas, cueros.";"Naturales, aglomerantes, cerámicos, vidrios.";"Cortada, chapada, aglomerada, papel y cartón.";"Termoplásticos, termoestables, elastómeros.";"";"";"es-material-classification"
"¿Cómo se clasifican los materiales metálicos?";"";"";"Férreos, cúpricos, ligeros, pesados y preciosos.";"Naturales, aglomerantes, cerámicos, vidrios.";"Cortada, chapada, aglomerada, papel y cartón.";"Termoplásticos, termoestables, elastómeros.";"";"";"es-material-classification"
"¿Cómo se clasifican los materiales plásticos?";"";"";"Termoplásticos, termoestables, elastómeros.";"Naturales, aglomerantes, cerámicos, vidrios.";"Hilos, telas, cueros.";"Férreos, cúpricos, ligeros, pesados y preciosos.";"";"";"es-material-classification"
"¿Cómo se clasifican los materiales pétreos?";"";"";"Naturales, aglomerantes, cerámicos, vidrios.";"Cortada, chapada, aglomerada, papel y cartón.";"Hilos, telas, cueros.";"Férreos, cúpricos, ligeros, pesados y preciosos.";"Termoplásticos, termoestables, elastómeros.";"";"es-material-classification"
