Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"Escribe dos características que debe tener un desarrollo para ser sostenible.";"";"";"Usar los recursos de manera eficiente.";"Promover el reciclaje y la reutilización.";"";"";"";"";"es_technology_society_objects_4"
"¿Los puertos USB se han creado para sustituir la gran cantidad de puertos que había anteriormente?";"";"";"Verdadero.";"Falso.";"";"";"";"";"es_technology_society_objects_4"
"¿Han cambiado muchos aparatos tecnológicos desde su invención hasta ahora?";"";"";"Verdadero.";"Falso.";"";"";"";"";"es_technology_society_objects_4"
"¿La historia del automóvil empieza con los vehículos autopropulsados por vapor en el siglo XVIII?";"";"";"Verdadero.";"Falso.";"";"";"";"";"es_technology_society_objects_4"
"¿El primer coche que se invento ya funcionaba con gasolina?";"";"";"Falso, funcionaba con vapor.";"Verdadero, llevaba 50 litros de gasolina.";"";"";"";"";"es_technology_society_objects_4"
"En una economía globalizada, el desarrollo sostenible debe ser también un objetivo global.";"";"";"Verdadero.";"Falso.";"";"";"";"";"es_technology_society_objects_4"
"¿Todos lo teclados son iguales?,¿ o cuando cambias de país cambia el teclado?";"";"";"Falso.";"Verdadero.";"";"";"";"";"es_technology_society_objects_4"
"¿Es importante tener una norma en la forma de los folios como es el DIN A4?";"";"";"Verdadero.";"Falso.";"";"";"";"";"es_technology_society_objects_4"
"La evolución de los objetos se guía por alguno o por varios de los siguientes principios. Buscar el menor coste, buscar la mayor eficacia, buscar la mayor comodidad en su uso.";"";"";"Verdadero.";"Falso.";"";"";"";"";"es_technology_society_objects_4"
"La evolución tecnológica no solo consiste en la invención de nuevos objetos, si no que también los objetos ya inventados van evolucionando.";"";"";"Verdadero.";"Falso.";"";"";"";"";"es_technology_society_objects_4"
